Avg Flow Num,Threshold,Mean Blocked Rate (%),Std Dev Blocked Rate (%)
150,100,0.0,0.0
160,100,0.0,0.0
170,100,0.0,0.0
180,100,0.0,0.0
190,100,0.08,0.07483314773547883
200,100,0.06000000000000001,0.08
210,100,0.13999999999999999,0.10198039027185568
220,100,0.20000000000000004,0.06324555320336758
230,100,0.4,0.12649110640673517
240,100,0.4600000000000001,0.14966629547095764
250,100,0.29999999999999993,0.1414213562373095
