Avg Flow Num,Threshold,Mean Blocked Rate (%),Std Dev Blocked Rate (%)
150,1,1.8800000000000001,0.6368673331236263
160,1,2.1399999999999997,0.3006659275674582
170,1,3.12,0.17204650534085256
180,1,3.84,0.6529931086925803
190,1,4.58,0.4261455150532504
200,1,5.5,0.44271887242357294
210,1,6.279999999999999,0.24819347291981728
220,1,7.340000000000001,0.4029888335921977
230,1,8.56,0.16248076809271916
240,1,8.760000000000002,0.6711184694225009
250,1,9.66,0.9562426470305541
