Avg Flow Num,Threshold,Mean Blocked Rate (%),Std Dev Blocked Rate (%)
150,0,2.0,0.5253570214625479
160,0,2.9400000000000004,0.18547236990991414
170,0,3.5400000000000005,0.5003998401278722
180,0,5.28,0.35999999999999993
190,0,5.299999999999999,0.35213633723318
200,0,6.8,0.47328638264796946
210,0,7.5,0.7071067811865475
220,0,8.180000000000001,0.6241794613730892
230,0,9.18,1.0067770358922576
240,0,10.180000000000001,0.7138627319029893
250,0,11.5,0.7293833011524187
