Time,Distance
2020-08-02 13:10:00,5143
2020-08-02 13:15:00,3743
2020-08-02 13:20:00,2763
2020-08-02 13:25:00,2775
2020-08-02 13:30:00,3759
2020-08-02 13:35:00,5140
2020-08-02 13:35:00,5173
