Time,Distance
2020-08-01 17:55:00,5189
2020-08-01 18:00:00,3795
2020-08-01 18:05:00,2863
2020-08-01 18:10:00,2954
2020-08-01 18:15:00,3988
2020-08-01 18:20:00,5153
