Time,Distance
2020-08-02 14:15:00,5147
2020-08-02 14:20:00,4099
2020-08-02 14:25:00,3593
2020-08-02 14:30:00,3869
2020-08-02 14:35:00,4769
2020-08-02 14:40:00,5176
