Time,Distance
2020-08-01 19:30:00,5142
2020-08-01 19:35:00,3550
2020-08-01 19:40:00,2222
2020-08-01 19:45:00,2000
2020-08-01 19:50:00,3139
2020-08-01 19:55:00,4702
2020-08-01 19:55:00,5182
