Time,Distance
2020-08-02 16:05:00,5146
2020-08-02 16:10:00,4006
2020-08-02 16:15:00,3392
2020-08-02 16:20:00,3611
2020-08-02 16:25:00,4521
2020-08-02 16:30:00,5177
