Time,Distance
2020-08-01 19:30:00,5143
2020-08-01 19:35:00,3722
2020-08-01 19:40:00,2708
2020-08-01 19:45:00,2695
2020-08-01 19:50:00,3683
2020-08-01 19:55:00,5075
2020-08-01 19:55:00,5177
