Time,Distance
2020-08-01 17:55:00,5181
2020-08-01 18:00:00,4160
2020-08-01 18:05:00,3743
2020-08-01 18:10:00,4141
2020-08-01 18:15:00,5138
2020-08-01 18:15:00,5153
