Time,Distance
2020-08-01 18:25:00,5147
2020-08-01 18:30:00,3801
2020-08-01 18:35:00,2924
2020-08-01 18:40:00,3048
2020-08-01 18:45:00,4083
2020-08-01 18:50:00,5182
