Time,Distance
2020-08-01 18:20:00,5189
2020-08-01 18:25:00,3594
2020-08-01 18:30:00,2231
2020-08-01 18:35:00,1921
2020-08-01 18:40:00,3028
2020-08-01 18:45:00,4590
2020-08-01 18:45:00,5147
