Time,Distance
2020-08-01 19:15:00,5177
2020-08-01 19:20:00,3819
2020-08-01 19:25:00,2850
2020-08-01 19:30:00,2822
2020-08-01 19:35:00,3767
2020-08-01 19:40:00,5143
