Time,Distance
2020-08-01 16:00:00,3902
2020-08-01 16:05:00,2752
2020-08-01 16:10:00,2518
2020-08-01 16:15:00,3396
2020-08-01 16:20:00,4770
2020-08-01 16:20:00,5182
