Time,Distance
2020-08-01 16:00:00,5116
2020-08-01 16:05:00,3567
2020-08-01 16:10:00,2361
2020-08-01 16:15:00,2279
2020-08-01 16:20:00,3405
2020-08-01 16:25:00,4934
2020-08-01 16:25:00,5151
