Time,Latitude,Longitude
1 Aug 2020 16:00:00.000000000,-32.75031067937374,169.54270137846524
1 Aug 2020 16:05:00.000000000,-18.087744759116905,168.28932616021865
1 Aug 2020 16:10:00.000000000,-3.4025722701021746,167.03594357037397
1 Aug 2020 16:15:00.000000000,11.287145174887424,165.78255975348253
1 Aug 2020 16:20:00.000000000,25.96214656377708,164.52918011380623
1 Aug 2020 16:25:00.000000000,40.60704482542886,163.27581277783804
1 Aug 2020 16:30:00.000000000,55.21429120889531,162.0224768405863
1 Aug 2020 16:35:00.000000000,69.78597839778375,160.76924378608385
1 Aug 2020 16:40:00.000000000,84.33313957867004,159.51691290971655
1 Aug 2020 16:45:00.000000000,81.12711863202074,-21.738953051112034
1 Aug 2020 16:50:00.000000000,66.57586727545404,-22.99176787950937
1 Aug 2020 16:55:00.000000000,51.997007329154336,-24.245037715172376
1 Aug 2020 17:00:00.000000000,37.381296149429254,-25.498383557456517
1 Aug 2020 17:05:00.000000000,22.728792921022897,-26.751754705180264
1 Aug 2020 17:10:00.000000000,8.049015678075202,-28.005135896012145
1 Aug 2020 17:15:00.000000000,-6.64139432181039,-29.2585200160271
1 Aug 2020 17:20:00.000000000,-21.322993071157036,-30.511901781958077
1 Aug 2020 17:25:00.000000000,-35.97866019815826,-31.765274443643342
1 Aug 2020 17:30:00.000000000,-50.59805621477638,-33.018624108894514
1 Aug 2020 17:35:00.000000000,-65.18018235892269,-34.27190678146227
1 Aug 2020 17:40:00.000000000,-79.73346377621537,-35.52483286257947
1 Aug 2020 17:45:00.000000000,-85.72650138738486,143.21895224968955
1 Aug 2020 17:50:00.000000000,-71.18085602145206,141.96707347168294
1 Aug 2020 17:55:00.000000000,-56.612120630052466,140.71386051133283
1 Aug 2020 18:00:00.000000000,-42.00852705334647,139.46052930071812
1 Aug 2020 18:05:00.000000000,-27.367056820696202,138.20716357709952
1 Aug 2020 18:10:00.000000000,-12.69437341502598,136.95378444374518
1 Aug 2020 18:15:00.000000000,1.9947437661996392,135.70040052521148
1 Aug 2020 18:20:00.000000000,16.68119226998269,134.44701728338958
1 Aug 2020 18:25:00.000000000,31.34657401416797,133.1936405975198
1 Aug 2020 18:30:00.000000000,45.978019289331804,131.94028099697792
1 Aug 2020 18:35:00.000000000,60.571444913905026,130.68696735803096
1 Aug 2020 18:40:00.000000000,75.13243747662906,129.43383863921235
1 Aug 2020 18:45:00.000000000,89.67468778597323,128.2057874587156
1 Aug 2020 18:50:00.000000000,75.78349047044726,-53.074141434508164
1 Aug 2020 18:55:00.000000000,61.2236786003256,-54.32725071700963
1 Aug 2020 19:00:00.000000000,46.63189320625819,-55.58056083114632
1 Aug 2020 19:05:00.000000000,32.002134653002656,-56.83391929524379
1 Aug 2020 19:10:00.000000000,17.338053237244644,-58.08729558271113
1 Aug 2020 19:15:00.000000000,2.652179292994495,-59.340678782576276
1 Aug 2020 19:20:00.000000000,-12.03724062744515,-60.594062933168004
1 Aug 2020 19:25:00.000000000,-26.711024108341427,-61.84744264299648
1 Aug 2020 19:30:00.000000000,-41.354103446088814,-63.100809597858095
1 Aug 2020 19:35:00.000000000,-55.95939980211932,-64.35414384351805
1 Aug 2020 19:40:00.000000000,-70.5295002957122,-65.60736837441908
1 Aug 2020 19:45:00.000000000,-85.0758333239864,-66.85950319383238
1 Aug 2020 19:50:00.000000000,-80.38429074177836,111.88450656458635
1 Aug 2020 19:55:00.000000000,-65.83197583075854,110.63162312135056
1 Aug 2020 20:00:00.000000000,-51.25138526679086,109.37834490256625
