Time,Latitude,Longitude
1 Aug 2020 16:00:00.000000000,-36.829097318079256,117.3004231002137
1 Aug 2020 16:05:00.000000000,-54.7458049144155,118.5004052260611
1 Aug 2020 16:10:00.000000000,-72.47019629320076,123.75733933243453
1 Aug 2020 16:15:00.000000000,-86.25496174938945,-147.73697849200994
1 Aug 2020 16:20:00.000000000,-71.01078379075759,-81.21025230333163
1 Aug 2020 16:25:00.000000000,-53.259363630597456,-76.64986913967118
1 Aug 2020 16:30:00.000000000,-35.33294857464859,-75.57997815332608
