Time,Latitude,Longitude
1 Aug 2020 16:00:00.000000000,32.97646770352008,169.54289337569165
1 Aug 2020 16:05:00.000000000,47.603705537371184,168.28953739345522
1 Aug 2020 16:10:00.000000000,62.19307579243583,167.03623400484574
1 Aug 2020 16:15:00.000000000,76.75118567029713,165.78316073118003
1 Aug 2020 16:20:00.000000000,88.70756008837374,-15.477471344686268
1 Aug 2020 16:25:00.000000000,74.16460346927613,-16.724837614432982
1 Aug 2020 16:30:00.000000000,59.601804261528706,-17.977989596782745
1 Aug 2020 16:35:00.000000000,45.005919576913655,-19.231307340806552
1 Aug 2020 16:40:00.000000000,30.371982710524204,-20.484668172078884
1 Aug 2020 16:45:00.000000000,15.704716954599238,-21.738045239740053
1 Aug 2020 16:50:00.000000000,1.0174841137463164,-22.991428474826723
1 Aug 2020 16:55:00.000000000,-13.671110806719891,-24.24481208990313
1 Aug 2020 17:00:00.000000000,-28.342103271264268,-25.498190520642236
1 Aug 2020 17:05:00.000000000,-42.98115674012616,-26.75155471016159
1 Aug 2020 17:10:00.000000000,-57.58223094603573,-28.0048818902483
1 Aug 2020 17:15:00.000000000,-72.1489818972974,-29.258077769075904
1 Aug 2020 17:20:00.000000000,-86.69367124480972,-30.509398858076125
1 Aug 2020 17:25:00.000000000,-78.76598648938813,148.2338736221606
1 Aug 2020 17:30:00.000000000,-64.2112095815047,146.98088992663236
1 Aug 2020 17:35:00.000000000,-49.62676919919042,145.7275998003724
1 Aug 2020 17:40:00.000000000,-35.00482024461107,144.47424787114045
1 Aug 2020 17:45:00.000000000,-20.347013451272396,143.22087429190384
1 Aug 2020 17:50:00.000000000,-5.664244559925414,141.96749214477254
1 Aug 2020 17:55:00.000000000,9.026058048980257,140.71410796252303
1 Aug 2020 18:00:00.000000000,23.70447874806997,139.46072703152032
1 Aug 2020 18:05:00.000000000,38.3547328180878,138.2073567044888
1 Aug 2020 18:10:00.000000000,52.967885405245454,136.95401318602688
1 Aug 2020 18:15:00.000000000,67.54452871292769,135.70075217630293
1 Aug 2020 18:20:00.000000000,82.09445942026089,134.44803474158837
1 Aug 2020 18:25:00.000000000,83.36589788535147,-46.807716292398325
1 Aug 2020 18:30:00.000000000,68.81758995190127,-48.060251642317766
1 Aug 2020 18:35:00.000000000,54.24379244772753,-49.31349828201827
1 Aug 2020 18:40:00.000000000,39.63399831204426,-50.566837971438694
1 Aug 2020 18:45:00.000000000,24.986761579147103,-51.82020689282044
1 Aug 2020 18:50:00.000000000,10.310235755510504,-53.07358734393766
1 Aug 2020 18:55:00.000000000,-4.379792072814695,-54.32697158665427
1 Aug 2020 19:00:00.000000000,-19.063978887782195,-55.58035431060627
1 Aug 2020 19:05:00.000000000,-33.724522843499784,-56.83372926952453
1 Aug 2020 19:10:00.000000000,-48.34981576268822,-58.087084435970034
1 Aug 2020 19:15:00.000000000,-62.93735167472678,-59.34038436802415
1 Aug 2020 19:20:00.000000000,-77.49419874547807,-60.59343196739937
1 Aug 2020 19:25:00.000000000,-87.9649258866082,118.14835069614618
1 Aug 2020 19:30:00.000000000,-73.42137125341279,116.8985680520517
1 Aug 2020 19:35:00.000000000,-58.857144022974516,115.64539601960293
1 Aug 2020 19:40:00.000000000,-44.25935566386772,114.39207364716313
1 Aug 2020 19:45:00.000000000,-29.62351987881959,113.13871093861117
1 Aug 2020 19:50:00.000000000,-14.95484833901522,111.88533289513028
1 Aug 2020 19:55:00.000000000,-0.26707032921474894,110.63194909711709
1 Aug 2020 20:00:00.000000000,14.421065272361234,109.37856518294043
