Time,Latitude,Longitude
1 Aug 2020 16:00:00.000000000,-65.4547584833857,169.5424715710719
1 Aug 2020 16:05:00.000000000,-50.87328135363608,168.2891920548055
1 Aug 2020 16:10:00.000000000,-36.25460975671393,167.03584348570462
1 Aug 2020 16:15:00.000000000,-21.599557602428515,165.78247133627036
1 Aug 2020 16:20:00.000000000,-6.918304611248176,164.52908982918208
1 Aug 2020 16:25:00.000000000,7.772119823183562,163.27570581265962
1 Aug 2020 16:30:00.000000000,22.452267878756942,162.02232458240488
1 Aug 2020 16:35:00.000000000,37.105400796828945,160.7689531848956
1 Aug 2020 16:40:00.000000000,51.72183715658035,159.5156066034025
1 Aug 2020 16:45:00.000000000,66.30133299968256,158.26233412548856
1 Aug 2020 16:50:00.000000000,80.85297191665617,157.00949446075674
1 Aug 2020 16:55:00.000000000,84.60724265267393,-24.246417416487194
1 Aug 2020 17:00:00.000000000,70.06039244862727,-25.498678642461385
1 Aug 2020 17:05:00.000000000,55.489294333248964,-26.75190802270427
1 Aug 2020 17:10:00.000000000,40.88276835768015,-28.005243101264938
1 Aug 2020 17:15:00.000000000,26.23853912038617,-29.25861018026525
1 Aug 2020 17:20:00.000000000,11.563982483269031,-30.511989794429233
1 Aug 2020 17:25:00.000000000,-3.125631130154627,-31.765373730555098
1 Aug 2020 17:30:00.000000000,-17.81106813802564,-33.01875658733058
1 Aug 2020 17:35:00.000000000,-32.47419719422885,-34.27213229994159
1 Aug 2020 17:40:00.000000000,-47.10273638631867,-35.52548962307971
1 Aug 2020 17:45:00.000000000,-61.69334813268001,-36.77879666177296
1 Aug 2020 17:50:00.000000000,-76.2523274103368,-38.03188960115952
1 Aug 2020 17:55:00.000000000,-89.20613622953344,140.70343002248455
1 Aug 2020 18:00:00.000000000,-74.66355400825891,139.4601240770054
1 Aug 2020 18:05:00.000000000,-60.10169377317341,138.20698334048618
1 Aug 2020 18:10:00.000000000,-45.507079778239046,136.95366753176154
1 Aug 2020 18:15:00.000000000,-30.874424905513127,135.7003072254836
1 Aug 2020 18:20:00.000000000,-16.208122993762615,134.4469302576115
1 Aug 2020 18:25:00.000000000,-1.5212840393792129,133.19354691454015
1 Aug 2020 18:30:00.000000000,13.167590876878238,131.94016301618402
1 Aug 2020 18:35:00.000000000,27.83946328305206,130.68678405320577
1 Aug 2020 18:40:00.000000000,42.47976622804839,129.43341881632873
1 Aug 2020 18:45:00.000000000,57.08213733244626,128.18008909020458
1 Aug 2020 18:50:00.000000000,71.64990451910823,126.9268830905234
1 Aug 2020 18:55:00.000000000,86.19507678326377,125.67522919418262
1 Aug 2020 19:00:00.000000000,79.26475005853946,-55.58118087160899
1 Aug 2020 19:05:00.000000000,64.71075281312008,-56.8341386053371
1 Aug 2020 19:10:00.000000000,50.12751007444876,-58.08742565741554
1 Aug 2020 19:15:00.000000000,35.506876479245314,-59.34077681341037
1 Aug 2020 19:20:00.000000000,20.850166740256924,-60.5941502039235
1 Aug 2020 19:25:00.000000000,6.167991322380081,-61.84753240704639
1 Aug 2020 19:30:00.000000000,-8.522377631668146,-63.10091681828107
1 Aug 2020 19:35:00.000000000,-23.201506961493003,-64.35429819045108
1 Aug 2020 19:40:00.000000000,-37.852925728639306,-65.60766935378936
1 Aug 2020 19:45:00.000000000,-52.46739716730999,-66.8610147324034
1 Aug 2020 19:50:00.000000000,-67.04517782002627,-68.1142817378945
1 Aug 2020 19:55:00.000000000,-81.59578017068579,-69.36705803640665
1 Aug 2020 20:00:00.000000000,-83.86453673896875,109.37716424713649
